title,stemmed_text
Stranger Than Fiction,harold crick lone ir agent whose mundan exist transform hear mysteri voic narrat life
Bridge to Terabithia,jess aaron train summer becom fastest runner school upset newcom lesli burk outrun everyon els despit differ includ rich poor citi girl countri boy two becom fast friend togeth creat terabithia land monster troll ogr giant rule king queen
Street Kings,tom ludlow disillus l polic offic rare play rule haunt death wife evid implic execut fellow offic forc go cop cultur part entir career ultim lead question loyalti everyon around
Meet the Robinsons,lewi brilliant young inventor keen creat time machin find mother abandon orphanag thing take turn meet wilbur robinson famili
Mr. Bean's Holiday,mr bean win trip cann unwittingli separ young boy father must help two reunit way discov franc bicycl true love among thing
300,base frank miller graphic novel loos base b c battl thermopyla king sparta led armi advanc persian battl said inspir greec band togeth persian help usher world first democraci
Sunshine,fifti year futur sun die earth threaten arctic temperatur team astronaut sent reviv sun mission fail seven year later new team sent finish mission mankind last hope
TMNT,defeat old arch nemesi shredder turtl grown apart famili struggl keep togeth rat sensei splinter becom worri strang thing begin brew new york citi
The Dreamers,young american studi pari strike friendship french brother sister
Bean,childlik englishman mr bean incompet watchman royal nation galleri museum board director attempt fire block chairman taken like bean send lo angel act ambassador unveil histor paint humili fool mr bean must success unveil paint risk hapless lo angel curat termin
Dogtown and Z-Boys,award win thrill stori group discard kid revolution skateboard shape attitud cultur modern day extrem sport featur old skool skate footag exclus interview blister rock soundtrack dogtown z boy captur rise zephyr skateboard team venic dogtown tough local beach legaci outlaw surf
A Brief History of Time,stori extraordinari life emin scientist steven hawk goe school despit diagnos al hawk develop revolutionari theori time black hole origin univers
American Psycho,wealthi new york invest bank execut hide altern psychopath ego co worker friend escal deeper illog gratuit fantasi
Frida,biographi artist frida kahlo channel pain crippl injuri tempestu marriag work
The Return of the King,two hobbit struggl destroy ring mount doom friend desper fight evil lord sauron forc final battl
The Hobbit,bilbo baggin hobbit mind busi occasion visitor gandalf wizard drop one night one one whole group dwarv drop know bilbo join quest reclaim kingdom taken evil dragon smaug problem gandalf told dwarv bilbo expert burglar
The Hi-Lo Country,intim stori endur bond friendship two hard live men set sweep backdrop american west post world war ii twilight pete big boy master prairi ultim face trickier terrain human heart
Monster's Ball,set southern usa racist white man hank fall love black woman name leticia iron hank prison guard work death row execut leticia husband hank leticia inter racial affair lead confus new idea two unlik lover
Rocky,world heavyweight box champion apollo creed want give unknown fighter shot titl public stunt handler choos palooka rocki balboa uneduc collector philadelphia loan shark rocki team trainer mickey goldmil make lifetim break
Rocky II,rocki goe distanc champ apollo creed tri put fight behind move rocki settl adrian put life togeth outsid ring creed seek rematch restor reput soon enough master disast italian stallion set collis cours climact battl brutal unforgett
First Blood,former green beret john rambo harass local law enforc arrest vagranc vietnam vet snap run hill rat tat tat way action movi hall fame hound relentless sheriff rambo employ heavi hand guerilla tactic shake cop tail
Rambo: First Blood Part II,john rambo releas prison govern top secret covert mission last place earth want return jungl vietnam
Rambo III,combat taken toll rambo final begun find inner peac monasteri rambo friend mentor col trautman ask help top secret mission afghanistan rambo declin must reconsid trautman captur
Rocky III,world champion rocki balboa live luxuri fight oppon pose threat ring clubber lang challeng bout take pound lang humbl champ turn former bitter rival apollo creed rematch lang
Blood Diamond,ex mercenari turn smuggler mend fisherman amid explos civil war overtak sierra leon men join two desper mission recov rare pink diamond immens valu rescu fisherman son conscript child soldier brutal rebel forc rip swath tortur bloodsh countrywid
The Discovery of Heaven,disappoint human god want revok contract human want take back stone tablet contain ten command end angel sent affect person live three human appropri child may conceiv
Rocky IV,iron man drago highli intimid foot pound soviet athlet kill apollo creed exhibit match rocki come heart russia pile drive box round reveng
Rocky V,lifetim take shot end rocki career crook account left broke inspir memori trainer howev rocki find glori train take come boxer
Sweet Sixteen,determin normal famili life mother get prison scottish teenag tough background set rais money home
Houseboat,italian socialit run sign housekeep widow three children
Shortbus,group new yorker caught romant sexual milieu converg shortbu underground brooklyn salon infam blend art music polit carnal loos inspir variou underground nyc gather took place earli gay coupl jami pj deboy jame paul dawson meet ceth jay brannan young ex model aspir singer
Gleaming the Cube,orang counti teenag carefre life ditch class skateboard abandon pool come screech halt someon close die cop rule death suicid bereav skater believ murder solv case skateboard
The Fountain,span one thousand year three parallel stori fountain stori love death spiritu fragil exist world
Me and You and Everyone We Know,lone shoe salesman eccentr perform artist struggl connect uniqu take contemporari life
Superstar: The Karen Carpenter Story,final year american singer musician karen carpent perform almost entir modifi barbi doll first film todd hayn velvet goldmin superstar hauntingli beauti biopic garner immedi prais among local film commun quickli receiv ceas desist letter mattel maker barbi karen carpent famili day movi seen releas
